OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42643.51702,5.038,4.031,2.015,3.023,1.008,0,2.015,1.008,0,0,0,0,0,0,0,0,5.67,6.33,0,7.67,18.138,0.992,4.4,x,0.95,6.57,15.81,1.14,4.27,9.04
42643.51703,3.023,8.062,10.077,3.023,1.008,5.038,1.008,1.008,0,0,0,0,0,0,0,0,6,8,8.67,10.33,32.246,0.992,4.37,x,2.17,11.03,20.09,1.14,4.3,9.09
42643.51704,11.083,8.06,4.03,2.015,3.023,2.015,1.008,0,0,0,0,0,0,0,0,0,5.33,5.67,6.67,0,31.234,0.993,4.4,x,1.64,6.75,8.99,1.14,4.31,9.12
42643.51705,8.062,3.023,2.015,4.031,0,1.008,1.008,1.008,0,1.008,0,0,0,0,0,0,4.33,6,7,7,21.162,0.992,4.44,x,1,6.36,42.64,1.14,4.32,9.24
42643.51706,10.079,8.063,3.024,3.024,3.024,0,0,1.008,1.008,1.008,0,0,0,0,0,0,6,7.33,0,9,30.237,0.992,4.4,x,1.46,7.01,56.35,1.14,4.33,9.42
42643.51708,5.037,9.067,6.045,1.007,1.007,1.007,1.007,0,0,0,1.007,0,0,0,0,0,5,5.67,9.67,0,25.186,0.993,4.46,x,1.34,4.88,54.56,1.15,4.34,9.59
42643.51709,9.069,6.046,2.015,0,0,0,0,1.008,0,0,0,0,0,0,0,0,6.33,0,0,8.33,18.137,0.992,4.41,x,0.63,2.36,8.43,1.15,4.35,9.61
42643.5171,7.037,4.021,2.01,0,0,2.01,1.005,0,0,0,0,0,0,0,0,0,6,0,9.33,0,16.084,0.995,4.39,x,0.68,3.9,5.95,1.15,4.34,9.61
42643.51711,13.101,4.031,5.039,4.031,0,3.023,1.008,0,0,0,0,0,0,0,0,0,8,7.67,8.67,0,30.232,0.992,4.27,x,1.61,6.8,9.22,1.15,4.35,9.6
42643.51712,10.077,5.038,5.038,1.008,1.008,0,1.008,1.008,0,0,0,0,0,1.008,0,0,6.67,7.67,0,9,25.192,0.992,4.22,x,1.15,5.3,98.77,1.15,4.36,9.92
42643.51713,8.062,5.039,6.046,0,0,0,0,1.008,0,0,0,0,0,0,0,0,5,0,0,8.33,20.154,0.992,4.27,x,0.94,2.96,9.23,1.15,4.36,9.95
42643.51715,10.077,4.031,4.031,1.008,0,2.015,0,0,0,0,0,0,0,0,0,0,6.67,12.33,9.33,0,21.161,0.992,4.23,x,1.02,3.23,3.77,1.15,4.36,9.95
42643.51716,8.062,2.015,2.015,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,8.67,9,0,0,14.108,0.992,4.16,x,0.59,2.46,4.1,1.15,4.37,9.96
42643.51717,3.023,4.031,2.015,0,1.008,2.015,0,0,0,0,0,0,0,0,0,0,5.67,0,9,0,12.092,0.992,4.18,x,0.71,3.06,3.66,1.15,4.36,9.94
42643.51718,7.052,4.03,4.03,1.007,0,0,0,0,0,0,0,0,0,0,0,0,5.33,7,0,0,16.12,0.993,4.2,x,0.81,1.32,1.33,1.15,4.35,9.94
42643.51719,10.077,2.015,5.038,0,2.015,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,19.146,0.992,4.21,x,0.96,2.21,2.33,1.15,4.35,9.93
42643.5172,5.038,6.046,4.031,2.015,0,3.023,3.023,0,0,0,0,0,0,0,0,0,5.33,6,6.67,0,23.177,0.992,4.24,x,1.32,9.03,14.63,1.15,4.37,9.96
42643.51722,9.07,4.031,6.046,3.023,3.023,2.015,0,0,0,0,0,0,0,0,0,0,5.33,7,7,0,27.209,0.992,4.26,x,1.72,5.81,6.55,1.15,4.38,9.98
42643.51723,8.062,5.039,5.039,4.031,1.008,2.015,1.008,0,0,0,0,0,0,0,0,0,8,6,9.33,0,26.201,0.992,4.14,x,1.64,6.6,8.89,1.15,4.39,9.99
42643.51724,2.015,6.046,2.015,0,1.008,0,0,1.008,0,0,0,0,0,0,0,0,6.33,0,0,9.67,12.093,0.992,4.12,x,0.65,2.96,9.52,1.15,4.38,10
42643.51725,4.031,8.061,4.031,8.061,0,2.015,1.008,0,0,0,0,0,0,0,0,0,5,6,6.67,0,27.207,0.992,4.2,x,1.94,7.2,9.44,1.15,4.38,9.96
42643.51726,6.045,8.06,4.03,0,0,0,1.007,0,0,0,0,0,0,0,0,0,6.33,0,0,0,19.142,0.993,4.16,x,0.92,2.75,4.38,1.15,4.38,9.96
42643.51728,6.045,1.007,5.037,2.015,2.015,1.007,0,1.007,0,0,0,0,0,0,0,0,4.33,8,8.33,8.33,18.134,0.993,4.18,x,1.16,5.34,12.15,1.16,4.39,9.99
42643.51729,9.067,5.037,5.037,0,2.015,3.022,1.007,0,0,0,0,0,0,0,0,0,4.67,0,6.33,0,25.186,0.993,4.25,x,1.36,6.63,9.14,1.16,4.4,9.92
42643.5173,8.059,8.059,6.044,0,0,2.015,0,0,0,0,0,0,0,0,0,0,5,0,7.67,0,24.176,0.993,4.32,x,1.22,3.33,3.85,1.16,4.4,9.92
42643.51731,2.016,3.024,2.016,0,2.016,1.008,1.008,0,0,0,0,0,0,0,0,0,7,0,7.67,0,11.089,0.992,4.27,x,0.69,4.05,6.01,1.16,4.41,9.92
42643.51732,4.031,6.046,3.023,1.008,2.015,0,0,1.008,0,0,0,0,0,0,0,0,6,7,0,9.67,17.131,0.992,4.26,x,0.97,3.93,10.35,1.16,4.41,9.94
42643.51733,6.048,2.016,5.04,3.024,0,2.016,1.008,0,0,0,0,0,0,0,0,0,7.33,7.67,8.33,0,19.152,0.992,4.22,x,1.2,5.37,7.54,1.16,4.42,9.96
42643.51735,5.038,3.023,7.053,4.031,6.046,1.008,2.015,0,0,0,0,0,0,0,0,0,4,5.67,5.67,0,28.214,0.992,4.29,x,2.09,9.85,13.67,1.17,4.45,9.99
42643.51736,12.09,3.023,5.038,1.008,1.008,1.008,0,0,0,1.008,0,0,0,0,0,0,4.67,6.33,7.67,0,24.181,0.993,4.32,x,1.1,3.58,33.13,1.17,4.44,10.07
42643.51737,7.054,5.038,3.023,0,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,6,0,7,0,19.146,0.992,4.31,x,0.96,4.38,6.32,1.17,4.43,10.04
42643.51738,3.023,8.061,6.046,4.031,0,1.008,0,0,0,0,0,0,0,0,0,0,5.67,6.33,9,0,22.168,0.992,4.31,x,1.49,3.61,3.92,1.17,4.43,10.03
42643.51739,8.061,5.038,7.054,3.023,0,4.031,1.008,0,1.008,0,0,0,1.008,0,0,0,4.67,6,7,0,30.23,0.992,4.37,x,1.67,8.69,107.47,1.17,4.44,10.29
42643.5174,11.084,6.046,3.023,3.023,0,2.015,1.008,0,0,0,0,0,0,0,0,0,6.33,6,9,0,26.2,0.992,4.33,x,1.28,5.26,7.38,1.17,4.46,10.31
42643.51742,9.069,2.015,4.031,1.008,0,1.008,0,1.008,0,0,0,0,0,0,0,0,6.67,6.33,7,9.67,18.137,0.992,4.3,x,0.82,3.72,10.22,1.17,4.45,10.32
42643.51743,13.101,5.039,5.039,5.039,0,4.031,0,0,0,0,0,0,0,0,0,0,6,8,8.67,0,32.248,0.992,4.29,x,1.81,6.58,7.69,1.17,4.45,10.3
42643.51744,5.038,2.015,4.031,4.031,1.008,0,3.023,1.008,0,0,0,0,0,0,0,0,6.67,8,0,9.67,20.154,0.992,4.27,x,1.21,8.79,19.93,1.18,4.48,10.36
42643.51745,9.07,9.07,6.047,0,3.023,0,1.008,1.008,0,0,0,0,0,0,0,0,6.33,0,0,11.67,29.225,0.992,4.21,x,1.53,6.47,14.61,1.18,4.48,10.34
42643.51746,12.094,4.031,2.016,3.023,0,0,0,0,0,0,0,0,0,0,0,0,6.33,8.67,0,0,21.164,0.992,4.19,x,0.95,1.77,1.81,1.18,4.48,10.34
42643.51747,12.092,5.038,4.031,1.008,0,0,0,0,0,0,0,0,0,0,0,0,7,6.33,0,0,22.169,0.992,4.13,x,0.97,1.5,1.52,1.18,4.48,10.31
42643.51749,13.099,6.046,2.015,3.023,1.008,3.023,0,0,0,0,0,0,0,0,0,0,6.67,7.33,11,0,28.214,0.992,4.09,x,1.46,5.43,6.35,1.18,4.48,10.32
42643.5175,8.061,3.023,2.015,4.031,0,1.008,0,0,0,0,0,0,0,0,0,0,5.33,7.67,9.67,0,18.137,0.992,4.11,x,1.04,2.96,3.28,1.18,4.47,10.27
42643.51751,6.046,2.015,3.023,2.015,2.015,0,1.008,0,0,0,0,0,0,0,0,0,5,7,0,0,16.121,0.992,4.13,x,0.98,4.08,5.86,1.18,4.45,10.21
42643.51752,9.069,7.053,3.023,2.015,0,0,0,0,0,0,0,0,0,0,0,0,5.33,6.67,0,0,21.16,0.992,4.18,x,1.02,1.72,1.74,1.18,4.45,10.22
42643.51753,7.054,5.038,1.008,1.008,1.008,2.015,0,0,0,0,0,0,0,0,0,0,6.67,7.67,8.67,0,17.131,0.992,4.14,x,0.87,3.41,4.02,1.18,4.46,10.21
42643.51755,7.053,5.038,4.03,5.038,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,6.33,8.33,9,0,26.195,0.993,4.12,x,1.78,6.99,9.15,1.18,4.46,10.21
42643.51756,12.091,2.015,6.046,2.015,0,3.023,2.015,0,0,0,0,0,0,0,0,0,5.33,7.33,9.67,0,27.205,0.992,4.13,x,1.44,7.93,12.04,1.18,4.47,10.22
42643.51757,9.065,3.022,4.029,3.022,4.029,1.007,0,0,0,0,0,0,0,0,0,0,5,8,7,0,24.174,0.993,4.17,x,1.55,5.2,5.74,1.18,4.48,10.13
42643.51758,6.045,5.037,11.082,2.015,1.007,1.007,1.007,0,0,0,0,0,0,0,0,0,4.67,9.67,7.67,0,27.201,0.993,4.23,x,1.8,5.74,7.7,1.19,4.49,10.15
42643.51759,11.086,3.023,6.047,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,6,6.67,11,0,24.187,0.992,4.23,x,1.32,3.22,3.53,1.18,4.47,10.11
42643.5176,8.062,1.008,4.031,2.016,1.008,1.008,2.016,0,0,0,0,0,0,0,0,0,3.67,9.33,7,0,19.148,0.992,4.25,x,1.04,5.97,9.5,1.18,4.46,9.86
42643.51762,4.03,2.015,7.053,3.023,0,0,0,0,0,0,0,0,0,0,0,0,5.33,9,0,0,16.121,0.993,4.27,x,1.13,2.23,2.27,1.18,4.46,9.86
42643.51763,9.071,8.063,1.008,4.032,1.008,0,0,0,0,0,0,0,0,0,0,0,5.33,7,0,0,23.182,0.992,4.3,x,1.19,2.62,2.72,1.18,4.45,9.85
42643.51764,13.1,6.046,2.015,1.008,2.015,0,1.008,1.008,0,0,0,0,0,0,0,0,6,8.33,0,11,26.201,0.992,4.29,x,1.08,5.43,13.38,1.18,4.45,9.88
42643.51765,10.079,7.055,3.024,3.024,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,5,10.67,7,0,26.205,0.992,4.35,x,1.33,4.92,6.83,1.18,4.45,9.88
42643.51766,9.07,1.008,7.054,0,1.008,2.015,1.008,0,0,0,0,0,0,0,0,0,6.33,0,8,0,21.163,0.992,4.34,x,1.13,5.11,7.25,1.18,4.46,9.9
42643.51767,3.023,10.078,6.047,4.031,0,2.016,1.008,0,0,0,0,0,0,0,0,0,6,7.67,8,0,26.202,0.992,4.3,x,1.7,6.14,8.28,1.18,4.46,9.88
42643.51769,10.077,3.023,6.046,4.031,1.008,2.015,1.008,0,0,0,0,0,0,0,0,0,6,7.67,8,0,27.207,0.992,4.29,x,1.61,6.44,8.64,1.18,4.47,9.86
42643.5177,10.078,4.031,3.023,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,17.132,0.992,4.27,x,0.65,0.88,0.88,1.18,4.46,9.71
42643.51771,6.047,2.016,3.023,3.023,1.008,0,0,1.008,0,0,0,0,0,0,0,0,6,7.33,0,12.33,16.124,0.992,4.26,x,0.93,3.83,10.21,1.18,4.46,9.74
42643.51772,11.086,2.016,6.047,2.016,2.016,0,0,0,0,0,0,0,0,0,0,0,9.33,8,0,0,23.18,0.992,4.18,x,1.3,3.06,3.21,1.18,4.45,9.69
42643.51773,7.054,2.015,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.67,5.67,0,0,12.092,0.992,4.18,x,0.53,0.9,0.91,1.18,4.44,9.69
42643.51774,8.06,6.045,2.015,5.037,0,0,0,0,0,0,0,0,0,0,0,0,7.33,8.33,0,0,21.157,0.993,4.09,x,1.23,2.53,2.59,1.18,4.44,9.68
42643.51776,7.054,3.023,5.039,0,0,1.008,0,0,0,0,0,0,0,0,0,0,5.67,0,7.67,0,16.124,0.992,4.11,x,0.84,2.07,2.34,1.18,4.44,9.66
42643.51777,8.061,0,4.031,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,0,0,7,7,0,15.115,0.992,4.11,x,0.76,3.65,5.59,1.18,4.44,9.65
42643.51778,11.084,7.054,2.015,3.023,2.015,0,1.008,0,0,0,0,0,0,0,0,0,6,8,0,0,26.2,0.992,4.11,x,1.36,4.69,6.49,1.18,4.44,9.66
42643.51779,7.054,2.015,5.039,2.015,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,5.67,8,8.33,12.33,19.147,0.992,4.11,x,1.14,4.92,11.79,1.18,4.45,9.69
42643.5178,4.032,3.024,6.048,3.024,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6,7,9,0,18.143,0.992,4.11,x,1.33,3.75,4.12,1.18,4.46,9.7
42643.51781,7.054,4.031,3.023,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.33,7.67,9.67,0,16.122,0.992,4.1,x,0.82,2.15,2.44,1.18,4.44,9.67
42643.51783,7.054,7.054,2.016,1.008,1.008,2.016,1.008,0,0,0,0,0,0,0,0,0,6.33,7.67,7,0,21.163,0.992,4.08,x,1.12,5.31,7.59,1.18,4.45,9.69
42643.51784,3.022,4.03,5.037,2.015,1.007,2.015,1.007,1.007,0,0,0,0,0,0,0,0,5.33,6.67,9,9,19.14,0.993,4.11,x,1.28,7.49,16.28,1.18,4.46,9.72
42643.51785,3.022,5.037,6.045,0,2.015,0,1.007,0,0,0,0,0,0,0,0,0,5.33,0,0,0,17.127,0.993,4.14,x,1.11,3.98,5.74,1.18,4.45,9.72
42643.51786,5.038,3.023,3.023,3.023,2.015,1.008,1.008,0,1.008,0,0,0,0,0,0,0,5.33,8.33,8.33,0,19.143,0.993,4.16,x,1.2,6.6,23.8,1.18,4.47,9.79
42643.51787,6.044,4.029,5.037,2.015,1.007,1.007,0,0,0,0,0,0,0,0,0,0,4.67,6,7,0,19.14,0.993,4.22,x,1.18,3.27,3.62,1.18,4.47,9.79
42643.51789,13.104,4.032,9.072,1.008,0,0,0,0,0,0,0,0,0,0,0,0,4.33,6.33,0,0,27.215,0.992,4.29,x,1.35,2.16,2.18,1.19,4.47,9.79
42643.5179,6.046,5.038,4.031,2.015,0,0,0,0,0,0,0,0,0,0,0,0,5,11.33,0,0,17.13,0.992,4.33,x,0.92,1.63,1.66,1.19,4.47,9.78
42643.51791,5.039,3.024,1.008,4.031,1.008,2.016,0,1.008,0,1.008,0,0,0,0,0,0,4.67,8.67,6.33,10.33,18.141,0.992,4.37,x,1.03,6.25,41.9,1.19,4.48,9.92
42643.51792,4.031,3.023,2.016,2.016,4.031,0,3.023,0,0,0,0,0,0,0,0,0,4.33,6,0,0,18.14,0.992,4.42,x,1.11,7.66,12.51,1.19,4.5,9.95
42643.51793,11.085,7.054,3.023,3.023,0,0,0,0,0,0,0,0,0,0,0,0,6.67,7,0,0,24.185,0.992,4.33,x,1.13,2.01,2.05,1.19,4.49,9.88
42643.51794,10.077,2.015,2.015,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,5,5,0,0,16.123,0.992,4.35,x,0.6,2.39,3.96,1.18,4.49,9.89
42643.51796,5.039,4.031,6.047,1.008,0,1.008,2.016,0,0,0,0,0,0,0,0,0,5.33,6.33,7.67,0,19.148,0.992,4.36,x,1.06,5.37,8.74,1.18,4.49,9.89
42643.51797,13.1,10.077,5.038,2.015,4.031,0,1.008,3.023,0,0,0,0,0,0,0,0,5.33,7.33,0,8.67,38.292,0.992,4.4,x,1.83,10.47,30.5,1.18,4.51,9.98
42643.51798,9.069,4.031,5.038,3.023,0,0,1.008,0,0,0,0,0,0,0,0,0,6,7.33,0,0,22.169,0.992,4.38,x,1.15,3.54,5.13,1.18,4.5,9.97
42643.51799,8.061,2.015,2.015,4.03,2.015,2.015,1.008,0,0,0,0,0,0,0,0,0,6.33,8,10.33,0,21.159,0.992,4.36,x,1.25,6.2,8.42,1.18,4.51,9.97
42643.518,6.046,2.015,5.039,1.008,0,0,0,0,0,0,0,0,0,0,0,0,7,7.67,0,0,14.108,0.992,4.33,x,0.76,1.29,1.31,1.18,4.5,9.96
42643.51801,11.083,7.053,2.015,2.015,0,0,2.015,0,0,1.008,0,0,0,0,0,0,6.33,6.33,0,0,25.19,0.992,4.28,x,1.02,5.22,37.93,1.18,4.51,10.08
42643.51803,14.107,10.077,3.023,4.031,2.015,0,0,0,0,0,0,0,0,0,0,0,5.33,6.33,0,0,33.253,0.992,4.33,x,1.66,3.66,3.83,1.18,4.49,10.04
42643.51804,10.077,9.07,4.031,3.023,2.015,3.023,0,0,0,0,0,0,0,0,0,0,6,7,9.33,0,31.24,0.992,4.3,x,1.76,6.13,7.07,1.19,4.5,10.05
42643.51805,8.061,4.031,4.031,2.015,3.023,1.008,0,2.015,0,0,0,0,0,0,0,0,5.67,7,7.67,8.67,24.183,0.992,4.3,x,1.33,7.4,20.3,1.19,4.51,10.1
42643.51806,4.031,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,0,10.33,9.67,0,0,7.054,0.992,4.24,x,0.33,0.61,0.63,1.18,4.49,9.99
42643.51807,9.068,6.045,4.03,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,6.67,8,7.67,0,22.165,0.993,4.19,x,1.14,2.75,3.04,1.18,4.48,9.97
42643.51808,9.07,4.031,1.008,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,0,5,6,7.67,0,19.147,0.992,4.23,x,0.98,3.04,3.4,1.18,4.48,9.98
42643.5181,10.077,3.023,2.015,0,2.015,2.015,0,0,0,0,0,0,0,0,0,0,6,0,8.33,0,19.146,0.992,4.22,x,0.9,3.67,4.32,1.18,4.48,9.97
42643.51811,4.031,5.038,3.023,0,0,2.015,0,1.008,0,0,0,0,0,0,0,0,6.33,0,8.67,7.67,15.115,0.992,4.2,x,0.77,4.35,11.26,1.18,4.48,9.99
42643.51812,10.077,2.015,5.039,4.031,0,0,2.015,0,0,0,0,0,0,0,0,0,5.33,7,0,0,23.178,0.992,4.21,x,1.26,5.45,8.71,1.18,4.48,10
42643.51813,11.083,4.03,7.053,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,5,6.33,6.33,0,26.197,0.992,4.25,x,1.44,3.65,4,1.18,4.48,10
42643.51814,12.089,5.037,8.059,5.037,0,0,0,0,0,0,0,0,0,0,0,0,4.33,4.33,0,0,30.222,0.993,4.33,x,1.71,3.3,3.37,1.18,4.48,10
42643.51816,11.081,9.066,4.029,4.029,2.015,2.015,0,1.007,0,0,0,0,0,0,0,0,5.33,5.33,6.67,9,33.243,0.993,4.37,x,1.79,7.04,13.84,1.18,4.49,10.03
42643.51817,11.084,4.03,5.038,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6.67,5,7,0,23.175,0.992,4.32,x,1.06,3.9,5.75,1.18,4.49,10.03
42643.51818,16.126,5.039,5.039,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,7.33,6,6.33,0,29.228,0.992,4.23,x,1.31,2.96,3.25,1.18,4.48,10.02
42643.51819,9.069,7.053,4.031,1.008,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,4.67,6.33,6.33,10.33,24.183,0.992,4.32,x,1.16,4.54,11.07,1.18,4.48,10.04
42643.5182,14.107,9.069,8.061,4.031,1.008,1.008,0,0,1.008,0,0,0,0,0,0,0,4,5.33,6.33,0,38.291,0.992,4.49,x,1.95,5.68,20.08,1.19,4.49,10.09
42643.51821,7.054,4.031,6.046,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,21.163,0.992,4.52,x,1.23,2.65,2.74,1.18,4.48,10.08
42643.51823,7.055,7.055,2.016,2.016,1.008,1.008,2.016,0,0,1.008,0,0,0,0,0,0,4.33,5.67,12.33,0,23.18,0.992,4.62,x,1.04,6.13,36.75,1.18,4.49,10.19
42643.51824,11.083,2.015,4.03,3.023,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,6.33,6.67,10.33,7,23.173,0.993,4.59,x,1.04,5.53,13.11,1.18,4.49,10.21
42643.51825,4.03,1.007,3.022,2.015,0,0,1.007,0,0,0,0,0,0,0,0,0,7.67,6.67,0,0,11.082,0.993,4.56,x,0.61,2.57,4.07,1.18,4.47,10.19
42643.51826,15.119,3.024,6.048,0,4.032,0,1.008,0,0,0,0,0,0,0,0,0,4.33,0,0,0,29.23,0.992,4.6,x,1.32,4.73,6.42,1.18,4.47,10.17
42643.51827,11.084,6.046,2.015,3.023,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,4.33,5.67,6.33,0,25.192,0.992,4.68,x,1.12,4.39,6.16,1.17,4.47,10.17
42643.51828,9.072,4.032,5.04,0,0,2.016,2.016,0,0,0,0,0,0,0,0,0,5.33,0,7.67,0,22.177,0.992,4.68,x,0.95,5.49,8.86,1.18,4.48,10.2
42643.5183,11.084,6.046,6.046,2.015,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,6,7.33,9.67,0,29.221,0.992,4.62,x,1.46,5.22,7.06,1.18,4.49,10.21
42643.51831,12.09,2.015,6.045,1.007,1.007,3.022,2.015,0,0,0,0,0,0,0,0,0,6,6.33,10.67,0,27.202,0.993,4.6,x,1.29,7.33,11.07,1.18,4.5,10.23
42643.51832,3.024,2.016,2.016,0,5.04,2.016,0,0,0,0,0,0,0,0,0,0,6.33,0,7,0,14.111,0.992,4.58,x,0.96,4.76,5.52,1.18,4.49,10.22
42643.51833,14.11,3.024,3.024,0,0,2.016,0,0,0,0,0,0,0,0,0,0,7,0,7.33,0,22.173,0.992,4.51,x,0.8,2.6,3.1,1.17,4.48,10.2
42643.51834,6.047,1.008,3.024,4.031,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,7.67,7.67,0,9,17.133,0.992,4.48,x,0.97,5.33,12.91,1.17,4.49,10.23
42643.51835,6.039,5.032,5.032,0,2.013,2.013,0,0,0,0,0,0,0,0,0,0,6.67,0,9.67,0,20.129,0.994,4.41,x,1.14,3.98,4.6,1.17,4.49,10.23
42643.51837,15.103,2.014,3.021,0,0,2.014,0,0,0,0,0,0,0,0,0,0,5.67,0,9.33,0,22.151,0.993,4.41,x,0.79,2.62,3.13,1.17,4.47,10.17
42643.51838,10.067,6.04,4.027,4.027,2.013,0,2.013,0,0,0,0,0,0,0,0,0,5.67,6.67,0,0,28.187,0.993,4.4,x,1.51,6.35,9.58,1.17,4.47,10.15
42643.51839,8.057,3.021,5.036,3.021,1.007,2.014,0,0,0,0,0,0,0,0,0,0,7.33,8.33,9.33,0,22.157,0.993,4.34,x,1.32,4.39,5,1.17,4.48,10.15
42643.5184,6.052,8.069,4.035,2.017,1.009,3.026,2.017,1.009,0,0,0,0,0,0,0,0,5.33,10.33,7.67,11.67,27.234,0.991,4.37,x,1.47,9.55,19.62,1.17,4.49,10.2
42643.51841,8.066,5.041,4.033,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.67,9,0,0,18.148,0.992,4.37,x,0.84,1.34,1.36,1.17,4.48,10.18
42643.51843,5.041,3.025,4.033,1.008,1.008,0,0,1.008,0,0,0,0,0,0,0,0,7,9,0,15,15.123,0.992,4.32,x,0.81,3.33,9.59,1.17,4.48,10.2
42643.51844,12.083,3.021,7.048,4.028,1.007,0,1.007,1.007,1.007,0,0,0,0,0,0,0,6,7.67,0,11.67,30.208,0.993,4.31,x,1.58,7.56,30.06,1.17,4.49,10.28
42643.51846,5.996,4.361,5.451,1.635,0.545,0,0.545,0,0,0,0,0,0,0,0,0,7.67,8.67,0,0,18.533,1.835,4.14,x,1.09,2.91,3.85,1.17,4.49,10.29
42643.51847,4.031,3.023,4.031,2.016,2.016,1.008,1.008,0,0,0,0,0,0,0,0,0,7.67,7.67,9,0,17.132,0.992,4.09,x,1.18,5.26,7.34,1.17,4.49,10.28
42643.51848,11.063,5.029,7.04,1.006,4.023,1.006,0,0,0,1.006,0,0,0,0,0,0,6.67,9,8.33,0,30.173,0.994,4.06,x,1.78,5.98,37.62,1.18,4.49,10.37
42643.51849,11.082,3.022,7.052,6.045,1.007,0,0,0,0,0,0,1.007,0,0,0,0,5,6.33,0,0,29.216,0.993,4.09,x,1.83,4.22,78.22,1.18,4.49,10.6
42643.51851,6.047,2.016,2.016,2.016,2.016,0,1.008,0,0,0,0,0,0,0,0,0,4.33,6.33,0,0,15.118,0.992,4.13,x,0.89,3.93,5.71,1.18,4.49,10.61
42643.51852,6.048,4.032,4.032,5.04,0,4.032,0,1.008,0,0,0,0,0,0,0,0,5,6.67,7.33,7.67,24.193,0.992,4.17,x,1.59,8.06,15.62,1.18,4.51,10.65
42643.51853,13.085,5.033,9.059,1.007,0,2.013,1.007,0,0,0,0,0,0,0,0,0,6.33,6.33,8.33,0,31.202,0.994,4.15,x,1.64,5.73,7.92,1.18,4.52,10.66
42643.51854,2.016,2.016,2.016,0,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,9.33,0,31.67,15,9.07,0.992,4.07,x,0.53,3.72,10.62,1.18,4.51,10.65
42643.51855,9.069,6.046,4.031,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,5.33,7.67,0,0,21.161,0.992,4.12,x,1,3.06,4.72,1.18,4.5,10.65
42643.51856,6.049,4.033,2.016,2.016,2.016,2.016,1.008,0,0,0,0,0,0,0,0,0,4.67,7.67,10.33,0,19.156,0.992,4.18,x,1.14,5.89,8.19,1.18,4.51,10.64
42643.51858,10.08,1.008,10.08,1.008,0,0,0,2.016,0,0,0,0,0,0,0,0,4.33,14.33,0,15.67,24.191,0.992,4.19,x,1.28,5.4,18.19,1.18,4.51,10.68
42643.51859,6.046,5.038,3.023,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,18.137,0.992,4.19,x,1.09,2.43,2.53,1.18,4.5,10.65
42643.5186,4.03,3.023,8.061,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,0,5.33,8,9,0,20.152,0.992,4.21,x,1.48,3.97,4.34,1.18,4.5,10.57
42643.51861,8.066,10.082,5.041,0,0,3.025,1.008,0,0,0,0,0,0,0,0,0,6.67,0,7.33,0,27.221,0.992,4.13,x,1.41,5.96,8.42,1.18,4.51,10.21
42643.51862,9.071,2.016,7.055,2.016,1.008,1.008,2.016,0,0,0,0,0,0,0,0,0,5,5.67,6.33,0,24.188,0.992,4.15,x,1.41,6.67,10.29,1.18,4.52,10.24
42643.51863,6.047,3.023,6.047,3.023,0,1.008,1.008,0,0,0,0,0,0,0,0,0,8,6,10.33,0,20.155,0.992,4.08,x,1.3,4.81,6.78,1.18,4.53,10.25
42643.51865,13.024,9.016,4.007,3.005,0,2.004,1.002,0,0,0,0,0,0,0,0,0,5,6.33,7.33,0,32.058,0.998,4.17,x,1.6,5.79,7.98,1.18,4.54,10.18
